47.99419468,-14.89203674,0,0
47.99419468,-14.89203674,0,0
47.99419468,-14.89203674,0,0
47.99419468,-14.89203674,0,0
47.99419468,-14.89203674,0,0
-58.11552768,-15.68431036,0,0
-58.11552768,-15.68431036,0,0
-58.11552768,-15.68431036,0,0
-58.11552768,-15.68431036,0,0
-58.11552768,-15.68431036,0,0
134.157479,6.906014835,0,0
134.157479,6.906014835,0,0
134.157479,6.906014835,0,0
134.157479,6.906014835,0,0
134.1574791,6.90601531,0,0
134.1574791,42.09308305,0,0
-87.85256584,42.09308305,0,0
-87.85256584,42.09308305,0,0
-87.85256584,42.09308305,0,0
-87.85256584,42.09308305,0,0
-87.85256584,42.09308305,0,0
